Art;0;1;2;3;4;5;6;7;8;9;10;11;12;13
Standart;20;10;1;1;1;1;1;-3;-8;-13;-18
Kurz;20;10;1;1;1;-3;-8;-13;-18
Tieftemp;20;10;1;1;1;1;1;-3;-8;-13;-18;-21;-24;-24
